HW,kernel,stride,Cin,latency
8,3,2,603,0.112
8,3,2,653,0.141
8,3,2,703,0.142
8,3,2,753,0.141
8,3,2,803,0.135
8,3,2,853,0.142
8,3,2,903,0.137
8,3,2,953,0.155
8,3,2,1003,0.144
8,3,4,3,0.045
8,3,4,53,0.048
8,3,4,103,0.045
8,3,4,153,0.045
8,3,4,203,0.032
8,3,4,253,0.051
8,3,4,303,0.045
8,3,4,353,0.05
8,3,4,403,0.05
8,3,4,453,0.047
8,3,4,503,0.05
8,3,4,553,0.051
8,3,4,603,0.054
8,3,4,653,0.06
8,3,4,703,0.057
8,3,4,753,0.066
8,3,4,803,0.078
8,3,4,853,0.078
8,3,4,903,0.075
8,3,4,953,0.067
8,3,4,1003,0.062
8,5,1,3,0.039
8,5,1,53,0.07
8,5,1,103,0.126
8,5,1,153,0.149
8,5,1,203,0.184
8,5,1,253,0.213
8,5,1,303,0.253
8,5,1,353,0.269
8,5,1,403,0.333
8,5,1,453,0.335
8,5,1,503,0.351
8,5,1,553,0.398
8,5,1,603,0.406
8,5,1,653,0.44
8,5,1,703,0.497
8,5,1,753,0.5
8,5,1,803,0.528
8,5,1,853,0.552
8,5,1,903,0.613
8,5,1,953,0.634
8,5,1,1003,0.671
8,5,2,3,0.029
8,5,2,53,0.06
8,5,2,103,0.083
8,5,2,153,0.074
8,5,2,203,0.084
8,5,2,253,0.081
8,5,2,303,0.129
8,5,2,353,0.112
8,5,2,403,0.135
8,5,2,453,0.13
8,5,2,503,0.137
8,5,2,553,0.167
8,5,2,603,0.19
8,5,2,653,0.2
8,5,2,703,0.216
8,5,2,753,0.22
8,5,2,803,0.209
8,5,2,853,0.197
8,5,2,903,0.221
8,5,2,953,0.213
8,5,2,1003,0.247
8,5,4,3,0.044
8,5,4,53,0.047
8,5,4,103,0.041
8,5,4,153,0.039
8,5,4,203,0.054
8,5,4,253,0.048
8,5,4,303,0.064
8,5,4,353,0.052
8,5,4,403,0.064
8,5,4,453,0.06
8,5,4,503,0.067
8,5,4,553,0.086
8,5,4,603,0.086
8,5,4,653,0.073
8,5,4,703,0.094
8,5,4,753,0.077
8,5,4,803,0.079
8,5,4,853,0.08
8,5,4,903,0.086
8,5,4,953,0.091
8,5,4,1003,0.096
8,7,1,3,0.046
8,7,1,53,0.108
8,7,1,103,0.177
8,7,1,153,0.227
8,7,1,203,0.28
8,7,1,253,0.335
8,7,1,303,0.41
8,7,1,353,0.439
8,7,1,403,0.514
8,7,1,453,0.534
8,7,1,503,0.611
8,7,1,553,0.651
8,7,1,603,0.733
8,7,1,653,0.749
8,7,1,703,0.822
8,7,1,753,0.842
8,7,1,803,0.897
8,7,1,853,0.946
8,7,1,903,1.017
8,7,1,953,1.059
8,7,1,1003,1.141
8,7,2,3,0.041
8,7,2,53,0.067
8,7,2,103,0.106
8,7,2,153,0.083
8,7,2,203,0.122
8,7,2,253,0.126
8,7,2,303,0.157
8,7,2,353,0.152
8,7,2,403,0.172
8,7,2,453,0.211
8,7,2,503,0.208
8,7,2,553,0.251
8,7,2,603,0.268
8,7,2,653,0.287
8,7,2,703,0.281
8,7,2,753,0.335
8,7,2,803,0.327
8,7,2,853,0.329
8,7,2,903,0.32
8,7,2,953,0.343
8,7,2,1003,0.348
8,7,4,3,0.045
8,7,4,53,0.043
8,7,4,103,0.058
8,7,4,153,0.063
8,7,4,203,0.09
8,7,4,253,0.061
8,7,4,303,0.086
8,7,4,353,0.072
8,7,4,403,0.078
8,7,4,453,0.083
8,7,4,503,0.087
8,7,4,553,0.117
8,7,4,603,0.109
8,7,4,653,0.098
8,7,4,703,0.103
8,7,4,753,0.11
8,7,4,803,0.12
8,7,4,853,0.124
8,7,4,903,0.142
8,7,4,953,0.131
8,7,4,1003,0.146
7,1,1,3,0.038
7,1,1,53,0.049
7,1,1,103,0.06
7,1,1,153,0.049
7,1,1,203,0.084
7,1,1,253,0.066
7,1,1,303,0.066
7,1,1,353,0.072
7,1,1,403,0.082
7,1,1,453,0.073
7,1,1,503,0.089
7,1,1,553,0.113
7,1,1,603,0.108
7,1,1,653,0.119
7,1,1,703,0.113
7,1,1,753,0.116
7,1,1,803,0.118
7,1,1,853,0.118
7,1,1,903,0.128
7,1,1,953,0.119
7,1,1,1003,0.124
7,1,2,3,0.042
7,1,2,53,0.037
7,1,2,103,0.045
7,1,2,153,0.049
7,1,2,203,0.042
7,1,2,253,0.066
7,1,2,303,0.044
7,1,2,353,0.07
7,1,2,403,0.075
7,1,2,453,0.059
7,1,2,503,0.056
7,1,2,553,0.093
7,1,2,603,0.075
7,1,2,653,0.107
7,1,2,703,0.098
7,1,2,753,0.087
7,1,2,803,0.086
7,1,2,853,0.073
7,1,2,903,0.099
7,1,2,953,0.07
7,1,2,1003,0.103
7,1,4,3,0.025
7,1,4,53,0.042
7,1,4,103,0.043
7,1,4,153,0.037
7,1,4,203,0.024
7,1,4,253,0.038
7,1,4,303,0.043
7,1,4,353,0.042
7,1,4,403,0.038
7,1,4,453,0.043
7,1,4,503,0.04
7,1,4,553,0.049
7,1,4,603,0.042
7,1,4,653,0.055
7,1,4,703,0.06
7,1,4,753,0.044
7,1,4,803,0.048
7,1,4,853,0.048
7,1,4,903,0.045
7,1,4,953,0.044
7,1,4,1003,0.044
7,3,1,3,0.042
7,3,1,53,0.062
7,3,1,103,0.063
7,3,1,153,0.077
7,3,1,203,0.084
7,3,1,253,0.109
7,3,1,303,0.117
7,3,1,353,0.124
7,3,1,403,0.119
7,3,1,453,0.147
7,3,1,503,0.156
7,3,1,553,0.168
7,3,1,603,0.172
7,3,1,653,0.195
7,3,1,703,0.179
7,3,1,753,0.184
7,3,1,803,0.199
7,3,1,853,0.193
7,3,1,903,0.216
7,3,1,953,0.225
7,3,1,1003,0.225
7,3,2,3,0.042
7,3,2,53,0.036
7,3,2,103,0.054
7,3,2,153,0.047
7,3,2,203,0.075
7,3,2,253,0.055
7,3,2,303,0.075
7,3,2,353,0.068
7,3,2,403,0.086
7,3,2,453,0.082
7,3,2,503,0.093
7,3,2,553,0.096
7,3,2,603,0.095
7,3,2,653,0.086
7,3,2,703,0.104
7,3,2,753,0.134
7,3,2,803,0.108
7,3,2,853,0.121
7,3,2,903,0.116
7,3,2,953,0.122
7,3,2,1003,0.128
7,3,4,3,0.041
7,3,4,53,0.044
7,3,4,103,0.043
7,3,4,153,0.05
7,3,4,203,0.05
7,3,4,253,0.04
7,3,4,303,0.06
7,3,4,353,0.044
7,3,4,403,0.043
7,3,4,453,0.061
7,3,4,503,0.045
7,3,4,553,0.048
7,3,4,603,0.067
7,3,4,653,0.05
7,3,4,703,0.056
7,3,4,753,0.064
7,3,4,803,0.066
7,3,4,853,0.062
7,3,4,903,0.056
7,3,4,953,0.073
7,3,4,1003,0.063
7,5,1,3,0.038
7,5,1,53,0.08
7,5,1,103,0.096
7,5,1,153,0.116
7,5,1,203,0.161
7,5,1,253,0.187
7,5,1,303,0.201
7,5,1,353,0.224
7,5,1,403,0.239
7,5,1,453,0.253
7,5,1,503,0.288
7,5,1,553,0.3
7,5,1,603,0.306
7,5,1,653,0.349
7,5,1,703,0.356
7,5,1,753,0.417
7,5,1,803,0.404
7,5,1,853,0.452
7,5,1,903,0.468
7,5,1,953,0.469
7,5,1,1003,0.495
7,5,2,3,0.029
7,5,2,53,0.044
7,5,2,103,0.058
7,5,2,153,0.056
7,5,2,203,0.067
7,5,2,253,0.085
7,5,2,303,0.081
7,5,2,353,0.129
7,5,2,403,0.115
7,5,2,453,0.123
7,5,2,503,0.135
7,5,2,553,0.145
7,5,2,603,0.166
7,5,2,653,0.169
7,5,2,703,0.251
7,5,2,753,0.202
7,5,2,803,0.192
7,5,2,853,0.19
7,5,2,903,0.201
7,5,2,953,0.227
7,5,2,1003,0.252
7,5,4,3,0.03
7,5,4,53,0.051
7,5,4,103,0.042
7,5,4,153,0.047
7,5,4,203,0.076
7,5,4,253,0.067
7,5,4,303,0.056
7,5,4,353,0.056
7,5,4,403,0.071
7,5,4,453,0.06
7,5,4,503,0.057
7,5,4,553,0.085
7,5,4,603,0.064
7,5,4,653,0.072
7,5,4,703,0.074
7,5,4,753,0.075
7,5,4,803,0.076
7,5,4,853,0.078
7,5,4,903,0.088
7,5,4,953,0.086
7,5,4,1003,0.103
7,7,1,3,0.055
7,7,1,53,0.101
7,7,1,103,0.173
7,7,1,153,0.171
7,7,1,203,0.224
7,7,1,253,0.257
7,7,1,303,0.327
7,7,1,353,0.359
7,7,1,403,0.364
7,7,1,453,0.4
7,7,1,503,0.487
7,7,1,553,0.478
7,7,1,603,0.514
7,7,1,653,0.566
7,7,1,703,0.604
7,7,1,753,0.627
7,7,1,803,0.646
7,7,1,853,0.718
7,7,1,903,0.728
7,7,1,953,0.765
7,7,1,1003,0.785
7,7,2,3,0.041
7,7,2,53,0.064
7,7,2,103,0.091
7,7,2,153,0.077
7,7,2,203,0.127
7,7,2,253,0.104
7,7,2,303,0.152
7,7,2,353,0.143
7,7,2,403,0.158
7,7,2,453,0.179
7,7,2,503,0.175
7,7,2,553,0.204
7,7,2,603,0.198
7,7,2,653,0.219
7,7,2,703,0.252
7,7,2,753,0.249
7,7,2,803,0.258
7,7,2,853,0.261
7,7,2,903,0.275
7,7,2,953,0.302
7,7,2,1003,0.303
7,7,4,3,0.04
7,7,4,53,0.046
7,7,4,103,0.067
7,7,4,153,0.062
7,7,4,203,0.057
7,7,4,253,0.075
7,7,4,303,0.06
7,7,4,353,0.082
7,7,4,403,0.087
7,7,4,453,0.068
7,7,4,503,0.077
7,7,4,553,0.082
7,7,4,603,0.093
7,7,4,653,0.086
7,7,4,703,0.093
7,7,4,753,0.105
7,7,4,803,0.099
7,7,4,853,0.11
7,7,4,903,0.106
7,7,4,953,0.111
7,7,4,1003,0.113
1,1,1,3,0.044
1,1,1,53,0.039
1,1,1,103,0.041
1,1,1,153,0.025
1,1,1,203,0.035
1,1,1,253,0.027
1,1,1,303,0.024
1,1,1,353,0.041
1,1,1,403,0.04
1,1,1,453,0.041
1,1,1,503,0.039
1,1,1,553,0.047
1,1,1,603,0.027
1,1,1,653,0.043
1,1,1,703,0.041
1,1,1,753,0.04
1,1,1,803,0.041
1,1,1,853,0.042
1,1,1,903,0.027
1,1,1,953,0.045
1,1,1,1003,0.043
224,1,1,3,0.3
224,1,1,53,4.006
224,1,1,103,7.058
224,1,1,153,10.854
224,1,1,203,13.996
224,1,1,253,20.253
224,1,1,303,21.82
224,1,1,353,28.685
224,1,1,403,30.19
224,1,1,453,35.241
224,1,1,503,37.409
224,1,1,553,39.199
224,1,1,603,41.952
224,1,1,653,46.313
224,1,1,703,52.969
224,1,1,753,55.541
224,1,1,803,58.657
224,1,1,853,62.53
224,1,1,903,64.897
224,1,1,953,69.938
224,1,1,1003,71.734
224,1,2,3,0.117
224,1,2,53,1.083
224,1,2,103,1.952
224,1,2,153,2.899
224,1,2,203,3.678
224,1,2,253,4.636
224,1,2,303,5.454
224,1,2,353,6.264
224,1,2,403,7.099
224,1,2,453,8.007
224,1,2,503,8.734
224,1,2,553,9.709
224,1,2,603,10.478
224,1,2,653,11.56
224,1,2,703,14.253
224,1,2,753,15.749
224,1,2,803,17.066
224,1,2,853,17.09
224,1,2,903,17.039
224,1,2,953,18.212
224,1,2,1003,19.411
224,1,4,3,0.08
224,1,4,53,0.362
224,1,4,103,1.166
224,1,4,153,1.46
224,1,4,203,1.671
224,1,4,253,1.918
224,1,4,303,2.404
224,1,4,353,2.704
224,1,4,403,3.03
224,1,4,453,3.47
224,1,4,503,3.468
224,1,4,553,3.837
224,1,4,603,4.101
224,1,4,653,4.506
224,1,4,703,5.978
224,1,4,753,5.944
224,1,4,803,6.418
224,1,4,853,7.229
224,1,4,903,7.505
224,1,4,953,8.233
224,1,4,1003,8.193
224,3,1,3,0.632
224,3,1,53,10.266
224,3,1,103,20.889
224,3,1,153,28.433
224,3,1,203,36.485
224,3,1,253,47.43
224,3,1,303,54.778
224,3,1,353,68.717
224,3,1,403,79.09
224,3,1,453,88.396
224,3,1,503,96.77
224,3,1,553,108.229
224,3,1,603,117.14
224,3,1,653,123.758
224,3,1,703,135.64
224,3,1,753,145.874
224,3,1,803,156.729
224,3,1,853,164.317
224,3,1,903,175.68
224,3,1,953,181.597
224,3,1,1003,190.994
224,3,2,3,0.215
224,3,2,53,2.788
224,3,2,103,5.14
224,3,2,153,7.641
224,3,2,203,9.991
224,3,2,253,12.451
224,3,2,303,14.674
224,3,2,353,17.121
224,3,2,403,19.309
224,3,2,453,21.213
224,3,2,503,22.854
224,3,2,553,25.357
224,3,2,603,27.627
224,3,2,653,29.845
224,3,2,703,34.355
224,3,2,753,36.821
224,3,2,803,38.999
224,3,2,853,40.876
224,3,2,903,41.739
224,3,2,953,43.937
224,3,2,1003,46.221
224,3,4,3,0.12
224,3,4,53,0.747
224,3,4,103,1.446
224,3,4,153,2.112
224,3,4,203,2.858
224,3,4,253,3.646
224,3,4,303,4.221
224,3,4,353,4.595
224,3,4,403,5.232
224,3,4,453,5.928
224,3,4,503,6.492
224,3,4,553,7.086
224,3,4,603,7.712
224,3,4,653,8.283
224,3,4,703,11.035
224,3,4,753,11.071
224,3,4,803,11.547
224,3,4,853,13.253
224,3,4,903,13.361
224,3,4,953,13.553
224,3,4,1003,14.275
224,5,1,3,2.011
224,5,1,53,33.261
224,5,1,103,65.06
224,5,1,153,94.03
224,5,1,203,123.677
224,5,1,253,153.697
224,5,1,303,184.813
224,5,1,353,215.113
224,5,1,403,246.495
224,5,1,453,273.6
224,5,1,503,305.207
224,5,1,553,336.161
224,5,1,603,363.688
224,5,1,653,392.632
224,5,1,703,425.492
224,5,1,753,454.916
224,5,1,803,482.381
224,5,1,853,515.254
224,5,1,903,544.417
224,5,1,953,572.695
224,5,1,1003,603.88
224,5,2,3,0.564
224,5,2,53,8.729
224,5,2,103,16.765
224,5,2,153,23.41
224,5,2,203,30.563
224,5,2,253,38.706
224,5,2,303,46.942
224,5,2,353,54.116
224,5,2,403,60.49
224,5,2,453,68.142
224,5,2,503,74.77
224,5,2,553,83.504
224,5,2,603,91.642
224,5,2,653,97.218
224,5,2,703,106.894
224,5,2,753,115.311
224,5,2,803,119.238
224,5,2,853,131.061
224,5,2,903,138.058
224,5,2,953,147.457
224,5,2,1003,153.884
224,5,4,3,0.212
224,5,4,53,2.283
224,5,4,103,4.414
224,5,4,153,6.512
224,5,4,203,8.396
224,5,4,253,10.593
224,5,4,303,12.562
224,5,4,353,14.449
224,5,4,403,16.433
224,5,4,453,18.152
224,5,4,503,19.855
224,5,4,553,21.003
224,5,4,603,22.918
224,5,4,653,24.671
224,5,4,703,28.294
224,5,4,753,30.156
224,5,4,803,31.947
224,5,4,853,34.749
224,5,4,903,36.172
224,5,4,953,38.161
224,5,4,1003,39.544
224,7,1,3,4.133
224,7,1,53,68.216
224,7,1,103,133.036
224,7,1,153,196.982
224,7,1,203,260.662
224,7,1,253,323.326
224,7,1,303,384.79
224,7,1,353,443.367
224,7,1,403,504.857
224,7,1,453,563.071
224,7,1,503,631.083
224,7,1,553,693.131
224,7,1,603,750.536
224,7,1,653,809.134
224,7,1,703,878.335
224,7,1,753,935.865
224,7,1,803,996.95
224,7,1,853,1057.349
224,7,1,903,1136.544
224,7,1,953,1227.649
224,7,1,1003,1322.718
224,7,2,3,1.143
224,7,2,53,19.449
224,7,2,103,34.596
224,7,2,153,49.015
224,7,2,203,65.243
224,7,2,253,81.308
224,7,2,303,95.643
224,7,2,353,112.606
224,7,2,403,128.268
224,7,2,453,148.87
224,7,2,503,161.057
224,7,2,553,177.471
224,7,2,603,193.951
224,7,2,653,207.623
224,7,2,703,223.223
224,7,2,753,238.367
224,7,2,803,257.888
224,7,2,853,274.496
224,7,2,903,287.388
224,7,2,953,304.704
224,7,2,1003,315.172
224,7,4,3,0.353
224,7,4,53,4.576
224,7,4,103,8.985
224,7,4,153,13.322
224,7,4,203,17.211
224,7,4,253,20.676
224,7,4,303,24.161
224,7,4,353,28.337
224,7,4,403,32.457
224,7,4,453,36.213
224,7,4,503,40.211
224,7,4,553,43.078
224,7,4,603,48.057
224,7,4,653,51.044
224,7,4,703,56.557
224,7,4,753,60.762
224,7,4,803,64.131
224,7,4,853,68.536
224,7,4,903,72.621
224,7,4,953,76.758
224,7,4,1003,81.816
224,9,1,3,7.602
224,9,1,53,122.849
224,9,1,103,241.754
224,9,1,153,355.267
224,9,1,203,465.153
224,9,1,253,581.485
224,9,1,303,700.29
224,9,1,353,809.504
224,9,1,403,926.489
224,9,1,453,1050.899
224,9,1,503,1150.985
224,9,1,553,1281.621
224,9,1,603,1423.004
224,9,1,653,1490.031
224,9,1,703,1607.065
224,9,1,753,1722.276
224,9,1,803,1827.957
224,9,1,853,1950.481
224,9,1,903,2059.845
224,9,1,953,2176.69
224,9,1,1003,2286.34
224,9,2,3,1.951
224,9,2,53,32.121
224,9,2,103,61.194
224,9,2,153,90.635
224,9,2,203,118.882
224,9,2,253,149.261
224,9,2,303,178.549
224,9,2,353,205.749
224,9,2,403,234.443
224,9,2,453,263.159
224,9,2,503,291.218
224,9,2,553,323.227
224,9,2,603,352.809
224,9,2,653,383.139
224,9,2,703,408.907
224,9,2,753,435.63
224,9,2,803,472.085
224,9,2,853,503.586
224,9,2,903,526.07
224,9,2,953,550.975
224,9,2,1003,577.287
224,9,4,3,0.566
224,9,4,53,8.392
224,9,4,103,16.298
224,9,4,153,23.417
224,9,4,203,30.414
224,9,4,253,37.368
224,9,4,303,43.983
224,9,4,353,51.556
224,9,4,403,59.978
224,9,4,453,65.015
224,9,4,503,73.057
224,9,4,553,79.579
224,9,4,603,86.947
224,9,4,653,94.463
224,9,4,703,104.601
224,9,4,753,110.041
224,9,4,803,118.731
224,9,4,853,127.853
224,9,4,903,132.619
224,9,4,953,139.485
224,9,4,1003,147.536
