HW,kernel,stride,Cin,latency
13,3,4,153,0.041
13,3,4,203,0.054
13,3,4,253,0.044
13,3,4,303,0.042
13,3,4,353,0.043
13,3,4,403,0.05
13,3,4,453,0.043
13,3,4,503,0.047
13,3,4,553,0.055
13,3,4,603,0.045
13,3,4,653,0.05
13,3,4,703,0.048
13,3,4,753,0.049
13,3,4,803,0.049
13,3,4,853,0.054
13,3,4,903,0.051
13,3,4,953,0.049
13,3,4,1003,0.051
13,5,1,3,0.056
13,5,1,53,0.035
13,5,1,103,0.042
13,5,1,153,0.043
13,5,1,203,0.043
13,5,1,253,0.051
13,5,1,303,0.054
13,5,1,353,0.052
13,5,1,403,0.064
13,5,1,453,0.068
13,5,1,503,0.066
13,5,1,553,0.072
13,5,1,603,0.071
13,5,1,653,0.072
13,5,1,703,0.076
13,5,1,753,0.08
13,5,1,803,0.082
13,5,1,853,0.085
13,5,1,903,0.087
13,5,1,953,0.094
13,5,1,1003,0.092
13,5,2,3,0.041
13,5,2,53,0.034
13,5,2,103,0.047
13,5,2,153,0.043
13,5,2,203,0.043
13,5,2,253,0.044
13,5,2,303,0.043
13,5,2,353,0.046
13,5,2,403,0.042
13,5,2,453,0.05
13,5,2,503,0.047
13,5,2,553,0.048
13,5,2,603,0.047
13,5,2,653,0.05
13,5,2,703,0.051
13,5,2,753,0.052
13,5,2,803,0.053
13,5,2,853,0.059
13,5,2,903,0.059
13,5,2,953,0.058
13,5,2,1003,0.063
13,5,4,3,0.041
13,5,4,53,0.039
13,5,4,103,0.044
13,5,4,153,0.043
13,5,4,203,0.039
13,5,4,253,0.039
13,5,4,303,0.053
13,5,4,353,0.079
13,5,4,403,0.073
13,5,4,453,0.064
13,5,4,503,0.072
13,5,4,553,0.07
13,5,4,603,0.079
13,5,4,653,0.067
13,5,4,703,0.067
13,5,4,753,0.069
13,5,4,803,0.063
13,5,4,853,0.065
13,5,4,903,0.075
13,5,4,953,0.179
13,5,4,1003,0.057
13,7,1,3,0.043
13,7,1,53,0.038
13,7,1,103,0.043
13,7,1,153,0.047
13,7,1,203,0.059
13,7,1,253,0.066
13,7,1,303,0.064
13,7,1,353,0.066
13,7,1,403,0.073
13,7,1,453,0.077
13,7,1,503,0.084
13,7,1,553,0.088
13,7,1,603,0.09
13,7,1,653,0.096
13,7,1,703,0.099
13,7,1,753,0.107
13,7,1,803,0.113
13,7,1,853,0.112
13,7,1,903,0.12
13,7,1,953,0.124
13,7,1,1003,0.126
13,7,2,3,0.044
13,7,2,53,0.045
13,7,2,103,0.045
13,7,2,153,0.042
13,7,2,203,0.044
13,7,2,253,0.047
13,7,2,303,0.051
13,7,2,353,0.049
13,7,2,403,0.05
13,7,2,453,0.057
13,7,2,503,0.052
13,7,2,553,0.057
13,7,2,603,0.055
13,7,2,653,0.056
13,7,2,703,0.058
13,7,2,753,0.06
13,7,2,803,0.061
13,7,2,853,0.069
13,7,2,903,0.071
13,7,2,953,0.073
13,7,2,1003,0.073
13,7,4,3,0.044
13,7,4,53,0.038
13,7,4,103,0.042
13,7,4,153,0.042
13,7,4,203,0.046
13,7,4,253,0.042
13,7,4,303,0.043
13,7,4,353,0.044
13,7,4,403,0.044
13,7,4,453,0.047
13,7,4,503,0.048
13,7,4,553,0.048
13,7,4,603,0.05
13,7,4,653,0.053
13,7,4,703,0.052
13,7,4,753,0.055
13,7,4,803,0.053
13,7,4,853,0.059
13,7,4,903,0.067
13,7,4,953,0.052
13,7,4,1003,0.053
13,9,1,3,0.044
13,9,1,53,0.05
13,9,1,103,0.054
13,9,1,153,0.057
13,9,1,203,0.063
13,9,1,253,0.086
13,9,1,303,0.082
13,9,1,353,0.083
13,9,1,403,0.089
13,9,1,453,0.098
13,9,1,503,0.108
13,9,1,553,0.116
13,9,1,603,0.116
13,9,1,653,0.122
13,9,1,703,0.132
13,9,1,753,0.141
13,9,1,803,0.144
13,9,1,853,0.152
13,9,1,903,0.151
13,9,1,953,0.161
13,9,1,1003,0.169
13,9,2,3,0.056
13,9,2,53,0.048
13,9,2,103,0.049
13,9,2,153,0.048
13,9,2,203,0.053
13,9,2,253,0.052
13,9,2,303,0.06
13,9,2,353,0.058
13,9,2,403,0.058
13,9,2,453,0.059
13,9,2,503,0.061
13,9,2,553,0.065
13,9,2,603,0.063
13,9,2,653,0.075
13,9,2,703,0.071
13,9,2,753,0.071
13,9,2,803,0.07
13,9,2,853,0.085
13,9,2,903,0.086
13,9,2,953,0.086
13,9,2,1003,0.086
13,9,4,3,0.047
13,9,4,53,0.062
13,9,4,103,0.05
13,9,4,153,0.052
13,9,4,203,0.051
13,9,4,253,0.055
13,9,4,303,0.052
13,9,4,353,0.072
13,9,4,403,0.054
13,9,4,453,0.064
13,9,4,503,0.056
13,9,4,553,0.054
13,9,4,603,0.055
13,9,4,653,0.06
13,9,4,703,0.064
13,9,4,753,0.067
13,9,4,803,0.059
13,9,4,853,0.062
13,9,4,903,0.061
13,9,4,953,0.065
13,9,4,1003,0.062
8,1,1,3,0.044
8,1,1,53,0.044
8,1,1,103,0.034
8,1,1,153,0.038
8,1,1,203,0.038
8,1,1,253,0.036
8,1,1,303,0.046
8,1,1,353,0.043
8,1,1,403,0.048
8,1,1,453,0.04
8,1,1,503,0.056
8,1,1,553,0.038
8,1,1,603,0.043
8,1,1,653,0.045
8,1,1,703,0.043
8,1,1,753,0.046
8,1,1,803,0.042
8,1,1,853,0.04
8,1,1,903,0.051
8,1,1,953,0.042
8,1,1,1003,0.047
8,1,2,3,0.04
8,1,2,53,0.04
8,1,2,103,0.039
8,1,2,153,0.035
8,1,2,203,0.04
8,1,2,253,0.04
8,1,2,303,0.037
8,1,2,353,0.04
8,1,2,403,0.042
8,1,2,453,0.053
8,1,2,503,0.04
8,1,2,553,0.042
8,1,2,603,0.045
8,1,2,653,0.044
8,1,2,703,0.043
8,1,2,753,0.048
8,1,2,803,0.045
8,1,2,853,0.046
8,1,2,903,0.047
8,1,2,953,0.042
8,1,2,1003,0.044
8,1,4,3,0.041
8,1,4,53,0.04
8,1,4,103,0.041
8,1,4,153,0.054
8,1,4,203,0.042
8,1,4,253,0.041
8,1,4,303,0.04
8,1,4,353,0.043
8,1,4,403,0.039
8,1,4,453,0.036
8,1,4,503,0.043
8,1,4,553,0.042
8,1,4,603,0.041
8,1,4,653,0.041
8,1,4,703,0.051
8,1,4,753,0.043
8,1,4,803,0.042
8,1,4,853,0.047
8,1,4,903,0.044
8,1,4,953,0.046
8,1,4,1003,0.047
8,3,1,3,0.042
8,3,1,53,0.087
8,3,1,103,0.04
8,3,1,153,0.041
8,3,1,203,0.04
8,3,1,253,0.038
8,3,1,303,0.041
8,3,1,353,0.043
8,3,1,403,0.044
8,3,1,453,0.043
8,3,1,503,0.043
8,3,1,553,0.041
8,3,1,603,0.045
8,3,1,653,0.043
8,3,1,703,0.046
8,3,1,753,0.046
8,3,1,803,0.043
8,3,1,853,0.042
8,3,1,903,0.046
8,3,1,953,0.045
8,3,1,1003,0.052
8,3,2,3,0.041
8,3,2,53,0.036
8,3,2,103,0.033
8,3,2,153,0.045
8,3,2,203,0.038
8,3,2,253,0.043
8,3,2,303,0.062
8,3,2,353,0.052
8,3,2,403,0.036
8,3,2,453,0.042
8,3,2,503,0.048
8,3,2,553,0.042
8,3,2,603,0.042
8,3,2,653,0.042
8,3,2,703,0.042
8,3,2,753,0.041
8,3,2,803,0.044
8,3,2,853,0.04
8,3,2,903,0.054
8,3,2,953,0.043
8,3,2,1003,0.047
8,3,4,3,0.033
8,3,4,53,0.042
8,3,4,103,0.047
8,3,4,153,0.035
8,3,4,203,0.043
8,3,4,253,0.04
8,3,4,303,0.038
8,3,4,353,0.046
8,3,4,403,0.044
8,3,4,453,0.038
8,3,4,503,0.039
8,3,4,553,0.063
8,3,4,603,0.045
8,3,4,653,0.049
8,3,4,703,0.044
8,3,4,753,0.053
8,3,4,803,0.052
8,3,4,853,0.055
8,3,4,903,0.043
8,3,4,953,0.042
8,3,4,1003,0.043
8,5,1,3,0.043
8,5,1,53,0.033
8,5,1,103,0.042
8,5,1,153,0.042
8,5,1,203,0.043
8,5,1,253,0.036
8,5,1,303,0.04
8,5,1,353,0.057
8,5,1,403,0.046
8,5,1,453,0.069
8,5,1,503,0.044
8,5,1,553,0.046
8,5,1,603,0.043
8,5,1,653,0.049
8,5,1,703,0.05
8,5,1,753,0.05
8,5,1,803,0.053
8,5,1,853,0.062
8,5,1,903,0.051
8,5,1,953,0.059
8,5,1,1003,0.054
8,5,2,3,0.034
8,5,2,53,0.041
8,5,2,103,0.035
8,5,2,153,0.034
8,5,2,203,0.034
8,5,2,253,0.04
8,5,2,303,0.038
8,5,2,353,0.041
8,5,2,403,0.041
8,5,2,453,0.046
8,5,2,503,0.043
8,5,2,553,0.047
8,5,2,603,0.045
8,5,2,653,0.05
8,5,2,703,0.047
8,5,2,753,0.042
8,5,2,803,0.039
8,5,2,853,0.043
8,5,2,903,0.051
8,5,2,953,0.046
8,5,2,1003,0.045
8,5,4,3,0.042
8,5,4,53,0.039
8,5,4,103,0.041
8,5,4,153,0.063
8,5,4,203,0.045
8,5,4,253,0.042
8,5,4,303,0.047
8,5,4,353,0.045
8,5,4,403,0.042
8,5,4,453,0.041
8,5,4,503,0.041
8,5,4,553,0.041
8,5,4,603,0.059
8,5,4,653,0.044
8,5,4,703,0.039
8,5,4,753,0.064
8,5,4,803,0.039
8,5,4,853,0.043
8,5,4,903,0.059
8,5,4,953,0.043
8,5,4,1003,0.042
8,7,1,3,0.043
8,7,1,53,0.042
8,7,1,103,0.047
8,7,1,153,0.054
8,7,1,203,0.044
8,7,1,253,0.043
8,7,1,303,0.052
8,7,1,353,0.047
8,7,1,403,0.049
8,7,1,453,0.054
8,7,1,503,0.056
8,7,1,553,0.053
8,7,1,603,0.054
8,7,1,653,0.061
8,7,1,703,0.064
8,7,1,753,0.062
8,7,1,803,0.069
8,7,1,853,0.066
8,7,1,903,0.067
8,7,1,953,0.063
8,7,1,1003,0.072
8,7,2,3,0.042
8,7,2,53,0.052
8,7,2,103,0.044
8,7,2,153,0.042
8,7,2,203,0.064
8,7,2,253,0.042
8,7,2,303,0.045
8,7,2,353,0.053
8,7,2,403,0.045
8,7,2,453,0.046
8,7,2,503,0.04
8,7,2,553,0.043
8,7,2,603,0.042
8,7,2,653,0.046
8,7,2,703,0.059
8,7,2,753,0.048
8,7,2,803,0.048
8,7,2,853,0.049
8,7,2,903,0.049
8,7,2,953,0.048
8,7,2,1003,0.048
8,7,4,3,0.062
8,7,4,53,0.038
8,7,4,103,0.039
8,7,4,153,0.039
8,7,4,203,0.043
8,7,4,253,0.042
8,7,4,303,0.044
8,7,4,353,0.044
8,7,4,403,0.046
8,7,4,453,0.047
8,7,4,503,0.046
8,7,4,553,0.049
8,7,4,603,0.045
8,7,4,653,0.047
8,7,4,703,0.045
8,7,4,753,0.046
8,7,4,803,0.043
8,7,4,853,0.058
8,7,4,903,0.052
8,7,4,953,0.046
8,7,4,1003,0.046
7,1,1,3,0.044
7,1,1,53,0.04
7,1,1,103,0.038
7,1,1,153,0.039
7,1,1,203,0.042
7,1,1,253,0.033
7,1,1,303,0.035
7,1,1,353,0.043
7,1,1,403,0.043
7,1,1,453,0.041
7,1,1,503,0.059
7,1,1,553,0.045
7,1,1,603,0.044
7,1,1,653,0.041
7,1,1,703,0.055
7,1,1,753,0.042
7,1,1,803,0.043
7,1,1,853,0.041
7,1,1,903,0.04
7,1,1,953,0.041
7,1,1,1003,0.05
7,1,2,3,0.059
7,1,2,53,0.054
7,1,2,103,0.04
7,1,2,153,0.039
7,1,2,203,0.039
7,1,2,253,0.035
7,1,2,303,0.039
7,1,2,353,0.042
7,1,2,403,0.042
7,1,2,453,0.037
7,1,2,503,0.037
7,1,2,553,0.041
7,1,2,603,0.042
7,1,2,653,0.041
7,1,2,703,0.041
7,1,2,753,0.064
7,1,2,803,0.043
7,1,2,853,0.049
7,1,2,903,0.054
7,1,2,953,0.042
7,1,2,1003,0.043
7,1,4,3,0.041
7,1,4,53,0.043
7,1,4,103,0.042
7,1,4,153,0.043
7,1,4,203,0.033
7,1,4,253,0.039
7,1,4,303,0.038
7,1,4,353,0.044
7,1,4,403,0.037
7,1,4,453,0.062
7,1,4,503,0.042
7,1,4,553,0.041
7,1,4,603,0.043
7,1,4,653,0.037
7,1,4,703,0.04
7,1,4,753,0.054
7,1,4,803,0.041
7,1,4,853,0.055
7,1,4,903,0.045
7,1,4,953,0.048
7,1,4,1003,0.043
7,3,1,3,0.041
7,3,1,53,0.041
7,3,1,103,0.042
7,3,1,153,0.045
7,3,1,203,0.034
7,3,1,253,0.04
7,3,1,303,0.045
7,3,1,353,0.056
7,3,1,403,0.04
7,3,1,453,0.045
7,3,1,503,0.041
7,3,1,553,0.043
7,3,1,603,0.038
7,3,1,653,0.037
7,3,1,703,0.042
7,3,1,753,0.041
7,3,1,803,0.044
7,3,1,853,0.04
7,3,1,903,0.043
7,3,1,953,0.045
7,3,1,1003,0.044
7,3,2,3,0.058
7,3,2,53,0.042
7,3,2,103,0.043
7,3,2,153,0.039
7,3,2,203,0.04
7,3,2,253,0.04
7,3,2,303,0.047
7,3,2,353,0.04
7,3,2,403,0.045
7,3,2,453,0.043
7,3,2,503,0.041
7,3,2,553,0.042
7,3,2,603,0.041
7,3,2,653,0.042
7,3,2,703,0.043
7,3,2,753,0.043
7,3,2,803,0.046
7,3,2,853,0.048
7,3,2,903,0.044
7,3,2,953,0.042
7,3,2,1003,0.043
7,3,4,3,0.041
7,3,4,53,0.041
7,3,4,103,0.04
7,3,4,153,0.039
7,3,4,203,0.042
7,3,4,253,0.039
7,3,4,303,0.039
7,3,4,353,0.041
7,3,4,403,0.04
7,3,4,453,0.04
7,3,4,503,0.04
7,3,4,553,0.053
7,3,4,603,0.043
7,3,4,653,0.039
7,3,4,703,0.042
7,3,4,753,0.042
7,3,4,803,0.041
7,3,4,853,0.041
7,3,4,903,0.039
7,3,4,953,0.044
7,3,4,1003,0.041
7,5,1,3,0.04
7,5,1,53,0.032
7,5,1,103,0.04
7,5,1,153,0.04
7,5,1,203,0.04
7,5,1,253,0.034
7,5,1,303,0.046
7,5,1,353,0.04
7,5,1,403,0.045
7,5,1,453,0.041
7,5,1,503,0.055
7,5,1,553,0.042
7,5,1,603,0.041
7,5,1,653,0.046
7,5,1,703,0.045
7,5,1,753,0.044
7,5,1,803,0.045
7,5,1,853,0.05
7,5,1,903,0.05
7,5,1,953,0.05
7,5,1,1003,0.057
7,5,2,3,0.034
7,5,2,53,0.041
7,5,2,103,0.039
7,5,2,153,0.034
7,5,2,203,0.04
7,5,2,253,0.057
7,5,2,303,0.039
7,5,2,353,0.042
7,5,2,403,0.062
7,5,2,453,0.044
7,5,2,503,0.037
7,5,2,553,0.044
7,5,2,603,0.043
7,5,2,653,0.042
7,5,2,703,0.041
7,5,2,753,0.046
7,5,2,803,0.044
7,5,2,853,0.051
7,5,2,903,0.048
7,5,2,953,0.045
7,5,2,1003,0.045
7,5,4,3,0.041
7,5,4,53,0.036
7,5,4,103,0.043
7,5,4,153,0.041
7,5,4,203,0.045
7,5,4,253,0.036
7,5,4,303,0.044
7,5,4,353,0.045
7,5,4,403,0.046
7,5,4,453,0.039
7,5,4,503,0.046
7,5,4,553,0.043
7,5,4,603,0.046
7,5,4,653,0.042
7,5,4,703,0.046
7,5,4,753,0.044
7,5,4,803,0.045
7,5,4,853,0.049
7,5,4,903,0.045
7,5,4,953,0.046
7,5,4,1003,0.052
7,7,1,3,0.046
7,7,1,53,0.043
7,7,1,103,0.044
7,7,1,153,0.048
7,7,1,203,0.051
7,7,1,253,0.054
7,7,1,303,0.044
7,7,1,353,0.048
7,7,1,403,0.048
7,7,1,453,0.049
7,7,1,503,0.064
7,7,1,553,0.048
7,7,1,603,0.046
7,7,1,653,0.051
7,7,1,703,0.051
7,7,1,753,0.053
7,7,1,803,0.05
7,7,1,853,0.061
7,7,1,903,0.061
7,7,1,953,0.063
7,7,1,1003,0.062
7,7,2,3,0.046
7,7,2,53,0.042
7,7,2,103,0.041
7,7,2,153,0.037
7,7,2,203,0.042
7,7,2,253,0.04
7,7,2,303,0.04
7,7,2,353,0.038
7,7,2,403,0.041
7,7,2,453,0.042
7,7,2,503,0.042
7,7,2,553,0.042
7,7,2,603,0.04
7,7,2,653,0.045
7,7,2,703,0.043
7,7,2,753,0.044
7,7,2,803,0.044
7,7,2,853,0.043
7,7,2,903,0.046
7,7,2,953,0.048
7,7,2,1003,0.043
7,7,4,3,0.043
7,7,4,53,0.047
7,7,4,103,0.046
7,7,4,153,0.047
7,7,4,203,0.051
7,7,4,253,0.041
7,7,4,303,0.045
7,7,4,353,0.046
7,7,4,403,0.046
7,7,4,453,0.046
7,7,4,503,0.045
7,7,4,553,0.045
7,7,4,603,0.049
7,7,4,653,0.048
7,7,4,703,0.048
7,7,4,753,0.048
7,7,4,803,0.047
7,7,4,853,0.048
7,7,4,903,0.05
7,7,4,953,0.047
7,7,4,1003,0.057
1,1,1,3,0.04
1,1,1,53,0.061
1,1,1,103,0.031
1,1,1,153,0.041
1,1,1,203,0.046
1,1,1,253,0.041
1,1,1,303,0.04
1,1,1,353,0.04
1,1,1,403,0.034
1,1,1,453,0.039
1,1,1,503,0.043
1,1,1,553,0.034
1,1,1,603,0.039
1,1,1,653,0.045
1,1,1,703,0.038
1,1,1,753,0.041
1,1,1,803,0.039
1,1,1,853,0.04
1,1,1,903,0.04
1,1,1,953,0.061
1,1,1,1003,0.039
