HW,output,Cin,latency
28,6,573,0.091
28,6,603,0.092
28,6,633,0.092
28,6,663,0.098
28,6,693,0.097
28,6,723,0.099
28,6,753,0.104
28,6,783,0.104
28,6,813,0.106
28,6,843,0.107
28,6,873,0.11
28,6,903,0.109
28,6,933,0.112
28,6,963,0.114
28,6,993,0.117
28,6,1023,0.118
28,1,3,0.046
28,1,33,0.053
28,1,63,0.05
28,1,93,0.053
28,1,123,0.067
28,1,153,0.059
28,1,183,0.067
28,1,213,0.067
28,1,243,0.064
28,1,273,0.066
28,1,303,0.07
28,1,333,0.064
28,1,363,0.067
28,1,393,0.07
28,1,423,0.064
28,1,453,0.062
28,1,483,0.066
28,1,513,0.065
28,1,543,0.067
28,1,573,0.069
28,1,603,0.072
28,1,633,0.07
28,1,663,0.073
28,1,693,0.075
28,1,723,0.067
28,1,753,0.068
28,1,783,0.071
28,1,813,0.07
28,1,843,0.07
28,1,873,0.074
28,1,903,0.07
28,1,933,0.072
28,1,963,0.071
28,1,993,0.072
28,1,1023,0.072
27,27,3,0.049
27,27,33,0.044
27,27,63,0.047
27,27,93,0.053
27,27,123,0.059
27,27,153,0.062
27,27,183,0.071
27,27,213,0.073
27,27,243,0.075
27,27,273,0.075
27,27,303,0.081
27,27,333,0.085
27,27,363,0.092
27,27,393,0.092
27,27,423,0.097
27,27,453,0.099
27,27,483,0.105
27,27,513,0.106
27,27,543,0.108
27,27,573,0.111
27,27,603,0.116
27,27,633,0.118
27,27,663,0.122
27,27,693,0.128
27,27,723,0.129
27,27,753,0.129
27,27,783,0.135
27,27,813,0.138
27,27,843,0.141
27,27,873,0.143
27,27,903,0.149
27,27,933,0.154
27,27,963,0.155
27,27,993,0.156
27,27,1023,0.159
27,14,3,0.043
27,14,33,0.044
27,14,63,0.045
27,14,93,0.05
27,14,123,0.056
27,14,153,0.062
27,14,183,0.062
27,14,213,0.065
27,14,243,0.066
27,14,273,0.069
27,14,303,0.073
27,14,333,0.078
27,14,363,0.079
27,14,393,0.082
27,14,423,0.086
27,14,453,0.088
27,14,483,0.088
27,14,513,0.09
27,14,543,0.094
27,14,573,0.099
27,14,603,0.101
27,14,633,0.102
27,14,663,0.105
27,14,693,0.109
27,14,723,0.109
27,14,753,0.108
27,14,783,0.111
27,14,813,0.116
27,14,843,0.119
27,14,873,0.119
27,14,903,0.123
27,14,933,0.132
27,14,963,0.131
27,14,993,0.132
27,14,1023,0.133
27,13,3,0.039
27,13,33,0.041
27,13,63,0.047
27,13,93,0.047
27,13,123,0.057
27,13,153,0.056
27,13,183,0.066
27,13,213,0.067
27,13,243,0.07
27,13,273,0.068
27,13,303,0.075
27,13,333,0.075
27,13,363,0.078
27,13,393,0.079
27,13,423,0.081
27,13,453,0.084
27,13,483,0.089
27,13,513,0.089
27,13,543,0.094
27,13,573,0.095
27,13,603,0.098
27,13,633,0.101
27,13,663,0.106
27,13,693,0.106
27,13,723,0.108
27,13,753,0.108
27,13,783,0.111
27,13,813,0.116
27,13,843,0.119
27,13,873,0.119
27,13,903,0.121
27,13,933,0.126
27,13,963,0.128
27,13,993,0.128
27,13,1023,0.132
27,8,3,0.039
27,8,33,0.05
27,8,63,0.046
27,8,93,0.051
27,8,123,0.053
27,8,153,0.056
27,8,183,0.059
27,8,213,0.063
27,8,243,0.065
27,8,273,0.067
27,8,303,0.07
27,8,333,0.073
27,8,363,0.076
27,8,393,0.074
27,8,423,0.079
27,8,453,0.08
27,8,483,0.083
27,8,513,0.084
27,8,543,0.084
27,8,573,0.089
27,8,603,0.09
27,8,633,0.093
27,8,663,0.097
27,8,693,0.098
27,8,723,0.098
27,8,753,0.099
27,8,783,0.1
27,8,813,0.106
27,8,843,0.111
27,8,873,0.11
27,8,903,0.11
27,8,933,0.112
27,8,963,0.114
27,8,993,0.118
27,8,1023,0.117
27,7,3,0.041
27,7,33,0.043
27,7,63,0.045
27,7,93,0.049
27,7,123,0.052
27,7,153,0.06
27,7,183,0.06
27,7,213,0.064
27,7,243,0.062
27,7,273,0.069
27,7,303,0.069
27,7,333,0.075
27,7,363,0.074
27,7,393,0.074
27,7,423,0.076
27,7,453,0.08
27,7,483,0.082
27,7,513,0.085
27,7,543,0.083
27,7,573,0.085
27,7,603,0.092
27,7,633,0.091
27,7,663,0.09
27,7,693,0.092
27,7,723,0.095
27,7,753,0.096
27,7,783,0.1
27,7,813,0.101
27,7,843,0.106
27,7,873,0.105
27,7,903,0.106
27,7,933,0.11
27,7,963,0.111
27,7,993,0.114
27,7,1023,0.117
27,6,3,0.04
27,6,33,0.044
27,6,63,0.05
27,6,93,0.05
27,6,123,0.058
27,6,153,0.065
27,6,183,0.062
27,6,213,0.064
27,6,243,0.064
27,6,273,0.063
27,6,303,0.065
27,6,333,0.073
27,6,363,0.07
27,6,393,0.073
27,6,423,0.075
27,6,453,0.077
27,6,483,0.08
27,6,513,0.08
27,6,543,0.083
27,6,573,0.083
27,6,603,0.085
27,6,633,0.086
27,6,663,0.09
27,6,693,0.089
27,6,723,0.097
27,6,753,0.094
27,6,783,0.094
27,6,813,0.097
27,6,843,0.102
27,6,873,0.102
27,6,903,0.103
27,6,933,0.104
27,6,963,0.104
27,6,993,0.11
27,6,1023,0.11
27,1,3,0.044
27,1,33,0.048
27,1,63,0.055
27,1,93,0.054
27,1,123,0.058
27,1,153,0.063
27,1,183,0.065
27,1,213,0.076
27,1,243,0.061
27,1,273,0.068
27,1,303,0.067
27,1,333,0.066
27,1,363,0.065
27,1,393,0.064
27,1,423,0.064
27,1,453,0.066
27,1,483,0.07
27,1,513,0.072
27,1,543,0.068
27,1,573,0.072
27,1,603,0.071
27,1,633,0.068
27,1,663,0.07
27,1,693,0.069
27,1,723,0.07
27,1,753,0.071
27,1,783,0.068
27,1,813,0.068
27,1,843,0.068
27,1,873,0.069
27,1,903,0.069
27,1,933,0.073
27,1,963,0.071
27,1,993,0.07
27,1,1023,0.073
14,14,3,0.038
14,14,33,0.043
14,14,63,0.039
14,14,93,0.05
14,14,123,0.044
14,14,153,0.043
14,14,183,0.052
14,14,213,0.049
14,14,243,0.059
14,14,273,0.057
14,14,303,0.055
14,14,333,0.058
14,14,363,0.063
14,14,393,0.068
14,14,423,0.064
14,14,453,0.07
14,14,483,0.069
14,14,513,0.075
14,14,543,0.072
14,14,573,0.08
14,14,603,0.079
14,14,633,0.083
14,14,663,0.082
14,14,693,0.089
14,14,723,0.088
14,14,753,0.087
14,14,783,0.091
14,14,813,0.092
14,14,843,0.095
14,14,873,0.099
14,14,903,0.098
14,14,933,0.097
14,14,963,0.101
14,14,993,0.103
14,14,1023,0.104
14,13,3,0.041
14,13,33,0.04
14,13,63,0.055
14,13,93,0.043
14,13,123,0.043
14,13,153,0.046
14,13,183,0.052
14,13,213,0.052
14,13,243,0.065
14,13,273,0.06
14,13,303,0.057
14,13,333,0.063
14,13,363,0.064
14,13,393,0.077
14,13,423,0.071
14,13,453,0.072
14,13,483,0.077
14,13,513,0.077
14,13,543,0.081
14,13,573,0.082
14,13,603,0.084
14,13,633,0.086
14,13,663,0.09
14,13,693,0.089
14,13,723,0.093
14,13,753,0.1
14,13,783,0.096
14,13,813,0.098
14,13,843,0.102
14,13,873,0.102
14,13,903,0.105
14,13,933,0.109
14,13,963,0.112
14,13,993,0.111
14,13,1023,0.114
14,8,3,0.041
14,8,33,0.041
14,8,63,0.044
14,8,93,0.041
14,8,123,0.046
14,8,153,0.045
14,8,183,0.046
14,8,213,0.047
14,8,243,0.056
14,8,273,0.048
14,8,303,0.059
14,8,333,0.054
14,8,363,0.056
14,8,393,0.057
14,8,423,0.059
14,8,453,0.063
14,8,483,0.064
14,8,513,0.067
14,8,543,0.068
14,8,573,0.067
14,8,603,0.07
14,8,633,0.073
14,8,663,0.072
14,8,693,0.075
14,8,723,0.076
14,8,753,0.081
14,8,783,0.079
14,8,813,0.082
14,8,843,0.085
14,8,873,0.084
14,8,903,0.086
14,8,933,0.087
14,8,963,0.09
14,8,993,0.094
14,8,1023,0.09
14,7,3,0.041
14,7,33,0.062
14,7,63,0.039
14,7,93,0.049
14,7,123,0.05
14,7,153,0.043
14,7,183,0.049
14,7,213,0.058
14,7,243,0.045
14,7,273,0.057
14,7,303,0.052
14,7,333,0.058
14,7,363,0.059
14,7,393,0.058
14,7,423,0.059
14,7,453,0.058
14,7,483,0.063
14,7,513,0.059
14,7,543,0.062
14,7,573,0.063
14,7,603,0.066
14,7,633,0.07
14,7,663,0.07
14,7,693,0.068
14,7,723,0.071
14,7,753,0.071
14,7,783,0.074
14,7,813,0.075
14,7,843,0.08
14,7,873,0.079
14,7,903,0.081
14,7,933,0.081
14,7,963,0.081
14,7,993,0.081
14,7,1023,0.085
14,6,3,0.04
14,6,33,0.052
14,6,63,0.039
14,6,93,0.041
14,6,123,0.044
14,6,153,0.049
14,6,183,0.058
14,6,213,0.046
14,6,243,0.048
14,6,273,0.049
14,6,303,0.05
14,6,333,0.051
14,6,363,0.054
14,6,393,0.055
14,6,423,0.058
14,6,453,0.072
14,6,483,0.067
14,6,513,0.069
14,6,543,0.064
14,6,573,0.065
14,6,603,0.069
14,6,633,0.068
14,6,663,0.07
14,6,693,0.07
14,6,723,0.075
14,6,753,0.072
14,6,783,0.074
14,6,813,0.079
14,6,843,0.077
14,6,873,0.079
14,6,903,0.082
14,6,933,0.086
14,6,963,0.083
14,6,993,0.087
14,6,1023,0.087
14,1,3,0.044
14,1,33,0.045
14,1,63,0.054
14,1,93,0.058
14,1,123,0.056
14,1,153,0.065
14,1,183,0.048
14,1,213,0.049
14,1,243,0.052
14,1,273,0.064
14,1,303,0.085
14,1,333,0.092
14,1,363,0.074
14,1,393,0.076
14,1,423,0.077
14,1,453,0.079
14,1,483,0.079
14,1,513,0.087
14,1,543,0.093
14,1,573,0.068
14,1,603,0.061
14,1,633,0.066
14,1,663,0.06
14,1,693,0.065
14,1,723,0.065
14,1,753,0.064
14,1,783,0.063
14,1,813,0.066
14,1,843,0.061
14,1,873,0.067
14,1,903,0.065
14,1,933,0.069
14,1,963,0.073
14,1,993,0.068
14,1,1023,0.066
13,13,3,0.067
13,13,33,0.042
13,13,63,0.04
13,13,93,0.05
13,13,123,0.04
13,13,153,0.043
13,13,183,0.053
13,13,213,0.048
13,13,243,0.051
13,13,273,0.052
13,13,303,0.055
13,13,333,0.055
13,13,363,0.058
13,13,393,0.058
13,13,423,0.062
13,13,453,0.065
13,13,483,0.071
13,13,513,0.067
13,13,543,0.072
13,13,573,0.071
13,13,603,0.077
13,13,633,0.075
13,13,663,0.077
13,13,693,0.08
13,13,723,0.081
13,13,753,0.084
13,13,783,0.09
13,13,813,0.088
13,13,843,0.092
13,13,873,0.092
13,13,903,0.096
13,13,933,0.095
13,13,963,0.099
13,13,993,0.1
13,13,1023,0.129
13,8,3,0.038
13,8,33,0.039
13,8,63,0.041
13,8,93,0.043
13,8,123,0.039
13,8,153,0.044
13,8,183,0.043
13,8,213,0.045
13,8,243,0.049
13,8,273,0.05
13,8,303,0.05
13,8,333,0.059
13,8,363,0.062
13,8,393,0.058
13,8,423,0.061
13,8,453,0.061
13,8,483,0.07
13,8,513,0.063
13,8,543,0.065
13,8,573,0.067
13,8,603,0.073
13,8,633,0.07
13,8,663,0.073
13,8,693,0.074
13,8,723,0.076
13,8,753,0.079
13,8,783,0.079
13,8,813,0.079
13,8,843,0.085
13,8,873,0.083
13,8,903,0.086
13,8,933,0.085
13,8,963,0.088
13,8,993,0.092
13,8,1023,0.091
13,7,3,0.04
13,7,33,0.043
13,7,63,0.045
13,7,93,0.045
13,7,123,0.043
13,7,153,0.054
13,7,183,0.044
13,7,213,0.045
13,7,243,0.053
13,7,273,0.046
13,7,303,0.049
13,7,333,0.051
13,7,363,0.056
13,7,393,0.069
13,7,423,0.057
13,7,453,0.058
13,7,483,0.068
13,7,513,0.065
13,7,543,0.066
13,7,573,0.066
13,7,603,0.072
13,7,633,0.066
13,7,663,0.07
13,7,693,0.07
13,7,723,0.076
13,7,753,0.073
13,7,783,0.079
13,7,813,0.079
13,7,843,0.084
13,7,873,0.085
13,7,903,0.084
13,7,933,0.083
13,7,963,0.084
13,7,993,0.084
13,7,1023,0.09
13,6,3,0.038
13,6,33,0.04
13,6,63,0.052
13,6,93,0.046
13,6,123,0.056
13,6,153,0.056
13,6,183,0.051
13,6,213,0.054
13,6,243,0.047
13,6,273,0.053
13,6,303,0.053
13,6,333,0.062
13,6,363,0.053
13,6,393,0.055
13,6,423,0.055
13,6,453,0.067
13,6,483,0.062
13,6,513,0.065
13,6,543,0.064
13,6,573,0.069
13,6,603,0.07
13,6,633,0.067
13,6,663,0.072
13,6,693,0.073
13,6,723,0.078
13,6,753,0.074
13,6,783,0.076
13,6,813,0.079
13,6,843,0.078
13,6,873,0.079
13,6,903,0.078
13,6,933,0.086
13,6,963,0.081
13,6,993,0.085
13,6,1023,0.087
13,1,3,0.044
13,1,33,0.045
13,1,63,0.044
13,1,93,0.059
13,1,123,0.051
13,1,153,0.046
13,1,183,0.047
13,1,213,0.05
13,1,243,0.057
13,1,273,0.052
13,1,303,0.061
13,1,333,0.05
13,1,363,0.052
13,1,393,0.054
13,1,423,0.053
13,1,453,0.059
13,1,483,0.054
13,1,513,0.056
13,1,543,0.065
13,1,573,0.063
13,1,603,0.057
13,1,633,0.061
13,1,663,0.066
13,1,693,0.101
13,1,723,0.063
13,1,753,0.064
13,1,783,0.06
13,1,813,0.064
13,1,843,0.061
13,1,873,0.062
13,1,903,0.065
13,1,933,0.067
13,1,963,0.065
13,1,993,0.064
13,1,1023,0.065
8,8,3,0.04
8,8,33,0.038
8,8,63,0.04
8,8,93,0.04
8,8,123,0.041
8,8,153,0.039
8,8,183,0.049
8,8,213,0.041
8,8,243,0.04
8,8,273,0.041
8,8,303,0.042
8,8,333,0.043
8,8,363,0.05
8,8,393,0.047
8,8,423,0.047
8,8,453,0.048
8,8,483,0.055
8,8,513,0.05
8,8,543,0.053
8,8,573,0.052
8,8,603,0.058
8,8,633,0.055
8,8,663,0.055
8,8,693,0.057
8,8,723,0.06
8,8,753,0.061
8,8,783,0.065
8,8,813,0.064
8,8,843,0.065
8,8,873,0.065
8,8,903,0.07
8,8,933,0.067
8,8,963,0.075
8,8,993,0.073
8,8,1023,0.069
8,7,3,0.05
8,7,33,0.039
8,7,63,0.039
8,7,93,0.039
8,7,123,0.043
8,7,153,0.04
8,7,183,0.039
8,7,213,0.043
8,7,243,0.041
8,7,273,0.043
8,7,303,0.046
8,7,333,0.051
8,7,363,0.048
8,7,393,0.051
8,7,423,0.049
8,7,453,0.05
8,7,483,0.056
8,7,513,0.054
8,7,543,0.059
8,7,573,0.056
8,7,603,0.064
8,7,633,0.083
8,7,663,0.066
8,7,693,0.062
8,7,723,0.061
8,7,753,0.069
8,7,783,0.077
8,7,813,0.069
8,7,843,0.069
8,7,873,0.071
8,7,903,0.077
8,7,933,0.071
8,7,963,0.071
8,7,993,0.071
8,7,1023,0.073
8,6,3,0.039
8,6,33,0.045
8,6,63,0.042
8,6,93,0.046
8,6,123,0.041
8,6,153,0.04
8,6,183,0.042
8,6,213,0.044
8,6,243,0.044
8,6,273,0.042
8,6,303,0.042
8,6,333,0.066
8,6,363,0.048
8,6,393,0.048
8,6,423,0.046
8,6,453,0.049
8,6,483,0.052
8,6,513,0.059
8,6,543,0.055
8,6,573,0.054
8,6,603,0.059
8,6,633,0.056
8,6,663,0.057
8,6,693,0.058
8,6,723,0.058
8,6,753,0.059
8,6,783,0.06
8,6,813,0.063
8,6,843,0.067
8,6,873,0.066
8,6,903,0.072
8,6,933,0.074
8,6,963,0.07
8,6,993,0.068
8,6,1023,0.073
8,1,3,0.042
8,1,33,0.051
8,1,63,0.046
8,1,93,0.044
8,1,123,0.045
8,1,153,0.047
8,1,183,0.044
8,1,213,0.044
8,1,243,0.056
8,1,273,0.046
8,1,303,0.048
8,1,333,0.047
8,1,363,0.05
8,1,393,0.05
8,1,423,0.047
8,1,453,0.049
8,1,483,0.048
8,1,513,0.071
8,1,543,0.05
8,1,573,0.047
8,1,603,0.049
8,1,633,0.048
8,1,663,0.057
8,1,693,0.057
8,1,723,0.054
8,1,753,0.051
8,1,783,0.058
8,1,813,0.052
8,1,843,0.052
8,1,873,0.055
8,1,903,0.052
8,1,933,0.054
8,1,963,0.057
8,1,993,0.052
8,1,1023,0.054
7,7,3,0.039
7,7,33,0.039
7,7,63,0.041
7,7,93,0.04
7,7,123,0.04
7,7,153,0.062
7,7,183,0.048
7,7,213,0.065
7,7,243,0.042
7,7,273,0.049
7,7,303,0.041
7,7,333,0.041
7,7,363,0.057
7,7,393,0.043
7,7,423,0.048
7,7,453,0.048
7,7,483,0.047
7,7,513,0.048
7,7,543,0.051
7,7,573,0.05
7,7,603,0.056
7,7,633,0.052
7,7,663,0.055
7,7,693,0.056
7,7,723,0.057
7,7,753,0.055
7,7,783,0.056
7,7,813,0.058
7,7,843,0.065
7,7,873,0.062
7,7,903,0.062
7,7,933,0.063
7,7,963,0.067
7,7,993,0.07
7,7,1023,0.069
7,6,3,0.039
7,6,33,0.042
7,6,63,0.04
7,6,93,0.057
7,6,123,0.043
7,6,153,0.051
7,6,183,0.041
7,6,213,0.042
7,6,243,0.043
7,6,273,0.043
7,6,303,0.041
7,6,333,0.043
7,6,363,0.046
7,6,393,0.046
7,6,423,0.062
7,6,453,0.055
7,6,483,0.051
7,6,513,0.052
7,6,543,0.052
7,6,573,0.064
7,6,603,0.058
7,6,633,0.056
7,6,663,0.059
7,6,693,0.061
7,6,723,0.057
7,6,753,0.061
7,6,783,0.065
7,6,813,0.067
7,6,843,0.062
7,6,873,0.068
7,6,903,0.065
7,6,933,0.069
7,6,963,0.105
7,6,993,0.075
7,6,1023,0.071
7,1,3,0.044
7,1,33,0.059
7,1,63,0.044
7,1,93,0.042
7,1,123,0.048
7,1,153,0.044
7,1,183,0.045
7,1,213,0.047
7,1,243,0.054
7,1,273,0.044
7,1,303,0.043
7,1,333,0.044
7,1,363,0.047
7,1,393,0.06
7,1,423,0.05
7,1,453,0.061
7,1,483,0.049
7,1,513,0.055
7,1,543,0.055
7,1,573,0.059
7,1,603,0.053
7,1,633,0.049
7,1,663,0.059
7,1,693,0.053
7,1,723,0.049
7,1,753,0.048
7,1,783,0.05
7,1,813,0.056
7,1,843,0.048
7,1,873,0.053
7,1,903,0.054
7,1,933,0.049
7,1,963,0.051
7,1,993,0.053
7,1,1023,0.054
1,1,3,0.043
1,1,33,0.042
1,1,63,0.045
1,1,93,0.043
1,1,123,0.043
1,1,153,0.044
1,1,183,0.044
1,1,213,0.042
1,1,243,0.044
1,1,273,0.044
1,1,303,0.043
1,1,333,0.045
1,1,363,0.043
1,1,393,0.044
1,1,423,0.047
1,1,453,0.044
1,1,483,0.046
1,1,513,0.045
1,1,543,0.044
1,1,573,0.045
1,1,603,0.044
1,1,633,0.045
1,1,663,0.043
1,1,693,0.046
1,1,723,0.06
1,1,753,0.044
1,1,783,0.07
1,1,813,0.045
1,1,843,0.043
1,1,873,0.052
1,1,903,0.044
1,1,933,0.042
1,1,963,0.044
1,1,993,0.044
1,1,1023,0.046
